Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
0,2017,4,6,1836.0,3299,2169.1,289059.84,697.68,1.92
5,2017,4,6,794.0,324,2169.1,125007.36,301.72,0.41
17,2017,1,6,280.0,651,2169.1,44083.2,106.4,1.984
17,2017,2,6,1257.0,2819,2169.1,197902.08,477.66,1.984
32,2017,2,6,5345.0,4635,2169.1,841516.8,2031.1,0.84
34,2017,1,6,195.0,187,2169.1,30700.8,74.1,0.775
40,2017,2,6,11301.0,11971,2169.1,1642733.73,3268.62,1.984
48,2017,4,6,55.0,116,2169.1,8659.2,20.9,1.984
54,2017,4,6,841.0,1690,2169.1,132407.04,319.58,1.984
2,2017,3,12,5161.0,5313,1111.7,812547.84,1961.18,1.113333333
8,2017,1,12,7125.0,4585,1111.7,1121760.0,2707.5,0.644761905
10,2017,4,12,1026.0,379,1111.7,161533.44,389.88,0.365
12,2017,2,12,8570.0,3516,1111.7,1349260.8,3256.6,0.413809524
12,2017,3,12,4471.0,1333,1111.7,703914.24,1698.98,0.282857143
13,2017,2,12,10328.0,11971,1111.7,1626040.32,3268.62,1.984
13,2017,3,12,7164.0,11971,1111.7,1127900.16,2722.32,1.984
14,2017,4,12,5584.0,4901,1111.7,879144.96,2121.92,1.068888889
17,2017,2,12,3381.0,7601,1111.7,532304.64,1284.78,1.984
20,2017,3,12,2042.0,4238,1111.7,321492.48,775.96,1.984
23,2017,2,12,2294.0,792,1111.7,361167.36,871.72,0.366666667
26,2017,4,12,48.0,29,1111.7,6381.05,12.25,0.282857143
27,2017,2,12,4122.0,687,1111.7,648967.68,1566.36,0.282857143
27,2017,3,12,743.0,205,1111.7,116977.92,282.34,0.283333333
29,2017,1,12,4444.0,960,1111.7,699663.36,1688.72,0.282857143
32,2017,2,12,10383.0,7599,1111.7,1634699.52,3268.62,0.701176471
38,2017,3,12,7902.0,11971,1111.7,1244090.88,3002.76,1.791428571
39,2017,1,12,2340.0,390,1111.7,368409.6,889.2,0.282857143
42,2017,4,12,348.0,87,1111.7,54789.12,132.24,0.282857143
47,2017,3,12,4014.0,4831,1111.7,631964.16,1525.32,1.3175
52,2017,2,12,3179.0,1418,1111.7,500501.76,1208.02,0.4825
52,2017,3,12,992.0,523,1111.7,156180.48,376.96,0.48875
1,2017,4,13,207.0,323,2169.1,32590.08,78.66,1.56
11,2017,4,13,84.0,132,2169.1,13224.96,31.92,1.57
15,2017,4,13,4370.0,11971,2169.1,688012.8,1660.6,1.984
17,2017,4,13,274.0,382,2169.1,43138.56,104.12,1.39
20,2017,4,13,174.0,139,2169.1,27394.56,66.12,0.8
24,2017,4,13,70.66,160,2169.1,11124.7104,26.8508,1.1775
31,2017,4,13,48.0,29,2169.1,6381.05,12.25,0.282857143
34,2017,1,13,1785.0,1614,2169.1,281030.4,678.3,1.017692308
38,2017,4,13,86.5,110,2169.1,13618.56,32.87,1.36
43,2017,4,13,239.104,90,2169.1,37644.53376,90.85952,0.924
44,2017,4,13,48.0,29,2169.1,6381.05,12.25,0.72
50,2017,4,13,48.0,29,2169.1,6381.05,12.25,1.6
51,2017,4,13,2778.0,8822,2169.1,437368.32,1055.64,1.984
53,2017,4,13,48.0,29,2169.1,6381.05,12.25,1.0
0,2017,4,24,6740.0,11971,970.9,1061145.6,2561.2,1.984
5,2017,4,24,5265.0,1149,970.9,828921.6,2000.7,0.282857143
6,2017,4,24,3876.0,351,970.9,610237.44,1472.88,0.282857143
8,2017,1,24,4374.0,1419,970.9,688642.56,1662.12,0.3748
10,2017,4,24,8056.0,4112,970.9,1268336.64,3061.28,0.565454545
16,2017,2,24,5205.0,4820,970.9,819475.2,1977.9,0.947333333
19,2017,1,24,8712.0,6273,970.9,1371617.28,3268.62,0.77
32,2017,2,24,10235.0,6758,970.9,1611398.4,3268.62,0.66
33,2017,1,24,3174.0,3861,970.9,499714.56,1206.12,0.741363636
33,2017,2,24,3352.0,4442,970.9,527738.88,1273.76,1.091538462
39,2017,2,24,292.0,67,970.9,45972.48,110.96,0.282857143
43,2017,1,24,12344.0,5665,970.9,1642733.73,3268.62,0.407586207
44,2017,2,24,586.0,723,970.9,92259.84,222.68,1.2335
47,2017,1,24,542.0,1057,970.9,85332.48,205.96,1.972777778
47,2017,2,24,6207.0,4936,970.9,977230.08,2358.66,0.895555556
50,2017,4,24,3788.0,5710,970.9,596382.72,1439.44,1.594545455
1,2018,2,0,4099.0,1352,1220.5,664857.8,1434.65,0.31
2,2018,2,0,1182.0,1586,1220.5,191720.4,413.7,1.353333333
8,2018,2,0,1839.0,637,1220.5,298285.8,643.65,0.41
10,2018,2,0,1569.0,360,1220.5,254491.8,549.15,0.331428571
11,2018,2,0,3404.0,8162,1220.5,552128.8,1191.4,1.984
12,2018,1,0,12344.0,1381,1220.5,1642733.73,3268.62,0.282857143
12,2018,2,0,12344.0,6960,1220.5,1642733.73,3268.62,0.53
13,2018,2,0,12344.0,11971,1220.5,1642733.73,3268.62,1.984
15,2018,1,0,296.0,536,1220.5,48011.2,103.6,1.984
16,2018,1,0,48.0,29,1220.5,6381.05,12.25,0.5
20,2018,1,0,12344.0,1957,1220.5,1642733.73,3268.62,0.282857143
23,2018,1,0,151.0,29,1220.5,24492.2,52.85,0.282857143
29,2018,1,0,48.0,29,1220.5,6381.05,12.25,0.3
29,2018,2,0,5797.0,1843,1220.5,940273.4,2028.95,0.285
32,2018,2,0,11259.0,8745,1220.5,1642733.73,3268.62,1.984
34,2018,1,0,2454.0,810,1220.5,398038.8,858.9,0.32
38,2018,2,0,8149.0,11971,1220.5,1321767.8,2852.15,1.781111111
39,2018,2,0,4485.0,1545,1220.5,727467.0,1569.75,0.282857143
41,2018,1,0,48.0,29,1220.5,6488.0,14.0,0.282857143
41,2018,2,0,380.0,60,1220.5,61636.0,133.0,0.282857143
44,2018,1,0,10053.0,4483,1220.5,1630596.6,3268.62,0.56
44,2018,2,0,2684.0,1291,1220.5,435344.8,939.4,0.557142857
45,2018,1,0,1411.0,2718,1220.5,228864.2,493.85,1.7425
45,2018,2,0,48.0,29,1220.5,6381.05,12.25,1.984
47,2018,1,0,3248.0,1810,1220.5,526825.6,1136.8,0.994285714
47,2018,2,0,10081.0,7363,1220.5,1635138.2,3268.62,0.459230769
53,2018,2,0,102.0,29,1220.5,16544.4,35.7,0.282857143
0,2018,1,21,52.0,78,1693.9,8434.4,18.2,1.5
2,2018,1,21,48.0,29,1693.9,6381.05,12.25,1.984
2,2018,2,21,48.0,29,1693.9,6381.05,12.25,1.984
2,2018,3,21,48.0,29,1693.9,6381.05,12.25,1.984
5,2018,1,21,48.0,29,1693.9,6381.05,12.25,1.36
7,2018,1,21,145.0,61,1693.9,23519.0,50.75,0.416666667
11,2018,1,21,283.0,294,1693.9,45902.6,99.05,1.515
17,2018,1,21,48.0,29,1693.9,6381.05,12.25,1.984
17,2018,2,21,271.0,867,1693.9,43956.2,94.85,1.984
17,2018,3,21,48.0,42,1693.9,6381.05,12.25,1.984
20,2018,1,21,48.0,29,1693.9,6381.05,12.25,1.984
20,2018,3,21,48.0,29,1693.9,6381.05,12.25,1.984
27,2018,2,21,48.0,29,1693.9,6381.05,12.25,0.835
27,2018,3,21,660.0,274,1693.9,107052.0,231.0,0.66
31,2018,1,21,48.0,29,1693.9,6381.05,12.25,1.984
32,2018,2,21,62.0,62,1693.9,10056.4,21.7,1.0
34,2018,1,21,48.0,29,1693.9,6381.05,12.25,1.0
35,2018,3,21,48.0,29,1693.9,6381.05,12.25,1.0
38,2018,1,21,48.0,60,1693.9,6381.05,12.25,1.984
38,2018,2,21,48.0,29,1693.9,6381.05,12.25,1.984
38,2018,3,21,48.0,35,1693.9,6381.05,12.25,1.984
40,2018,1,21,4298.0,11971,1693.9,697135.6,1504.3,1.984
40,2018,3,21,4515.0,11971,1693.9,732333.0,1580.25,1.984
43,2018,1,21,48.0,29,1693.9,6381.05,12.25,1.0
43,2018,2,21,48.0,29,1693.9,6381.05,12.25,0.8
43,2018,3,21,120.0,103,1693.9,19464.0,42.0,0.52
44,2018,1,21,48.0,29,1693.9,6381.05,12.25,1.22
51,2018,1,21,48.0,29,1693.9,6381.05,12.25,1.984
52,2018,1,21,48.0,29,1693.9,6381.05,12.25,0.83
52,2018,2,21,155.0,155,1693.9,25141.0,54.25,1.0
52,2018,3,21,338.0,152,1693.9,54823.6,118.3,0.753333333
1,2018,1,2,5550.0,4628,2169.1,900210.0,1942.5,0.847407407
5,2018,4,2,3388.0,7476,2169.1,549533.6,1185.8,1.984
8,2018,1,2,724.0,336,2169.1,117432.8,253.4,0.62
11,2018,1,2,843.0,431,2169.1,136734.6,295.05,0.626190476
16,2018,2,2,2244.0,1575,2169.1,363976.8,785.4,0.644
23,2018,2,2,4763.0,2898,2169.1,772558.6,1667.05,0.597826087
27,2018,2,2,11113.0,7703,2169.1,1642733.73,3268.62,0.66
29,2018,1,2,5674.0,3129,2169.1,920322.8,1985.9,0.538636364
32,2018,2,2,12344.0,11971,2169.1,1642733.73,3268.62,0.664074074
43,2018,1,2,11983.0,8355,2169.1,1642733.73,3268.62,0.652592593
44,2018,1,2,5210.0,3058,2169.1,845062.0,1823.5,0.56625
50,2018,4,2,141.0,71,2169.1,22870.2,49.35,0.549
2,2018,3,12,1418.0,1543,1419.1,229999.6,496.3,1.112
6,2018,4,12,1800.0,207,1419.1,291960.0,630.0,0.282857143
8,2018,1,12,2650.0,1520,1419.1,429830.0,927.5,0.615
10,2018,4,12,2918.0,2607,1419.1,473299.6,1021.3,0.897333333
11,2018,2,12,4507.0,2176,1419.1,731035.4,1577.45,0.845714286
12,2018,2,12,11756.0,3304,1419.1,1642733.73,3268.62,0.282857143
12,2018,3,12,3996.0,520,1419.1,648151.2,1398.6,0.282857143
17,2018,2,12,2766.0,5770,1419.1,448645.2,968.1,1.984
20,2018,3,12,1859.0,3003,1419.1,301529.8,650.65,1.67375
23,2018,2,12,1704.0,352,1419.1,276388.8,596.4,0.282857143
26,2018,4,12,81.0,116,1419.1,13138.2,28.35,1.334545455
27,2018,2,12,5898.0,1324,1419.1,956655.6,2064.3,0.282857143
27,2018,3,12,246.0,66,1419.1,39901.2,86.1,0.282857143
29,2018,1,12,1068.0,211,1419.1,173229.6,373.8,0.282857143
32,2018,2,12,12344.0,10005,1419.1,1642733.73,3268.62,0.696842105
38,2018,3,12,4276.0,7667,1419.1,693567.2,1496.6,1.835333333
39,2018,1,12,3172.0,628,1419.1,514498.4,1110.2,0.282857143
40,2018,2,12,11442.0,11971,1419.1,1642733.73,3268.62,1.984
42,2018,4,12,358.0,85,1419.1,58067.6,125.3,0.282857143
47,2018,3,12,2734.0,2422,1419.1,443454.8,956.9,1.086363636
52,2018,2,12,2787.0,1484,1419.1,452051.4,975.45,0.47125
52,2018,3,12,1014.0,521,1419.1,164470.8,354.9,0.514285714
0,2018,4,24,6952.0,11971,986.2,1127614.4,2433.2,1.984
5,2018,4,24,5571.0,1176,986.2,903616.2,1949.85,0.282857143
6,2018,4,24,3838.0,347,986.2,622523.6,1343.3,0.282857143
8,2018,1,24,4756.0,1526,986.2,771423.2,1664.6,0.333636364
10,2018,4,24,6427.0,2526,986.2,1042459.4,2249.45,0.428695652
16,2018,2,24,5851.0,5419,986.2,949032.2,2047.85,0.945
19,2018,1,24,4045.0,2883,986.2,656099.0,1415.75,0.685
33,2018,1,24,1685.0,2286,986.2,273307.0,589.75,1.262941176
33,2018,2,24,4262.0,10045,986.2,691296.4,1491.7,1.984
39,2018,2,24,305.0,71,986.2,49471.0,106.75,0.282857143
43,2018,1,24,9457.0,4494,986.2,1533925.4,3268.62,0.472
44,2018,2,24,344.0,511,986.2,55796.8,120.4,1.577692308
47,2018,1,24,486.0,843,986.2,78829.2,170.1,1.78
47,2018,2,24,4556.0,2630,986.2,738983.2,1594.6,0.556470588
50,2018,4,24,2111.0,3238,986.2,342404.2,738.85,1.354545455
1,2019,2,0,5940.0,3747,899.2,1020254.4,2197.8,0.43
2,2019,2,0,4592.0,11322,899.2,788721.92,1699.04,1.984
8,2019,2,0,1056.0,637,899.2,181378.56,390.72,0.684
10,2019,2,0,1119.0,553,899.2,192199.44,414.03,0.50375
11,2019,2,0,3474.0,11066,899.2,596694.24,1285.38,1.984
12,2019,1,0,5816.0,2612,899.2,998956.16,2151.92,0.503333333
12,2019,2,0,6792.0,3532,899.2,1166593.92,2513.04,0.630909091
15,2019,1,0,294.0,633,899.2,50497.44,108.78,1.922
18,2019,1,0,48.0,29,899.2,6381.05,12.25,0.282857143
18,2019,2,0,48.0,29,899.2,6381.05,12.25,0.282857143
23,2019,1,0,133.0,29,899.2,22844.08,49.21,0.282857143
27,2019,1,0,12344.0,5138,899.2,1642733.73,3268.62,0.625384615
29,2019,2,0,4256.0,1409,899.2,731010.56,1574.72,0.33
32,2019,2,0,10770.0,11296,899.2,1642733.73,3268.62,1.23
34,2019,1,0,1715.0,850,899.2,294568.4,634.55,0.656666667
38,2019,2,0,7893.0,11971,899.2,1355701.68,2920.41,1.588888889
39,2019,2,0,1882.0,912,899.2,323252.32,696.34,0.375
41,2019,2,0,710.0,348,899.2,121949.6,262.7,0.475
42,2019,1,0,3365.0,29,899.2,577972.4,1245.05,0.282857143
42,2019,2,0,1133.0,29,899.2,194604.08,419.21,0.282857143
43,2019,1,0,6197.0,1316,899.2,1064396.72,2292.89,0.286
44,2019,2,0,3966.0,3990,899.2,681200.16,1467.42,0.921428571
45,2019,1,0,1354.0,2367,899.2,232563.04,500.98,1.13
45,2019,2,0,48.0,42,899.2,6381.05,12.25,1.39
47,2019,1,0,1869.0,1306,899.2,321019.44,691.53,1.23
47,2019,2,0,6794.0,6877,899.2,1166937.44,2513.78,0.967692308
53,2019,2,0,48.0,29,899.2,6381.05,13.69,0.282857143
0,2019,1,21,52.0,78,1317.0,8931.52,19.24,1.5
2,2019,1,21,48.0,36,1317.0,6381.05,12.25,1.984
2,2019,2,21,48.0,29,1317.0,6381.05,12.25,1.984
2,2019,3,21,48.0,29,1317.0,6381.05,12.25,1.984
5,2019,1,21,48.0,29,1317.0,6381.05,12.25,1.36
7,2019,1,21,145.0,65,1317.0,24905.2,53.65,0.426666667
11,2019,1,21,500.0,1248,1317.0,85880.0,185.0,1.984
17,2019,1,21,48.0,29,1317.0,6381.05,12.25,1.984
17,2019,2,21,231.0,693,1317.0,39676.56,85.47,1.984
17,2019,3,21,48.0,63,1317.0,6381.05,12.25,1.984
27,2019,2,21,48.0,29,1317.0,6381.05,12.25,0.75
27,2019,3,21,629.0,156,1317.0,108037.04,232.73,0.606666667
32,2019,2,21,53.0,42,1317.0,9103.28,19.61,0.79
34,2019,1,21,48.0,29,1317.0,6381.05,12.25,0.8
35,2019,3,21,48.0,29,1317.0,6381.05,12.25,0.81
38,2019,1,21,48.0,77,1317.0,6381.05,12.25,1.984
38,2019,2,21,48.0,29,1317.0,6381.05,12.25,1.984
38,2019,3,21,48.0,55,1317.0,6381.05,12.25,1.984
40,2019,1,21,4323.0,11971,1317.0,742518.48,1599.51,1.984
40,2019,3,21,4518.0,11971,1317.0,776011.68,1671.66,1.984
43,2019,1,21,48.0,29,1317.0,6381.05,12.25,1.0
43,2019,2,21,48.0,29,1317.0,6381.05,12.25,1.0
43,2019,3,21,203.0,152,1317.0,34867.28,75.11,0.57
44,2019,1,21,48.0,29,1317.0,6381.05,12.25,1.21
52,2019,1,21,48.0,29,1317.0,6381.05,12.25,1.0
52,2019,2,21,146.0,146,1317.0,25076.96,54.02,1.0
52,2019,3,21,321.0,139,1317.0,55134.96,118.77,0.723333333
1,2019,1,2,5830.0,5040,2084.7,1001360.8,2157.1,0.865925926
5,2019,4,2,3410.0,7664,2084.7,585701.6,1261.7,1.984
8,2019,1,2,748.0,345,2084.7,128476.48,276.76,0.632272727
11,2019,1,2,789.0,417,2084.7,135518.64,291.93,0.674444444
16,2019,2,2,2176.0,1523,2084.7,373749.76,805.12,0.648
23,2019,2,2,4885.0,3039,2084.7,839047.6,1807.45,0.588695652
27,2019,2,2,10837.0,8163,2084.7,1642733.73,3268.62,0.705185185
29,2019,1,2,5715.0,3195,2084.7,981608.4,2114.55,0.545416667
43,2019,1,2,12027.0,8534,2084.7,1642733.73,3268.62,0.661481481
44,2019,1,2,5212.0,3226,2084.7,895213.12,1928.44,0.5792
50,2019,4,2,114.0,62,2084.7,19580.64,42.18,0.590909091
53,2019,2,2,11336.0,11971,2084.7,1642733.73,3268.62,1.272083333
2,2019,3,12,10904.0,11378,1422.3,1642733.73,3268.62,1.038518519
6,2019,4,12,1939.0,301,1422.3,333042.64,717.43,0.282857143
8,2019,1,12,4144.0,3818,1422.3,711773.44,1533.28,0.904545455
10,2019,4,12,608.0,300,1422.3,104430.08,224.96,0.48
12,2019,2,12,11051.0,5396,1422.3,1642733.73,3268.62,0.458928571
12,2019,3,12,4103.0,983,1422.3,704731.28,1518.11,0.282857143
17,2019,2,12,2809.0,6504,1422.3,482473.84,1039.33,1.984
20,2019,3,12,5069.0,8457,1422.3,870651.44,1875.53,1.702857143
23,2019,2,12,818.0,399,1422.3,140499.68,302.66,0.381
26,2019,4,12,55.0,29,1422.3,9446.8,20.35,0.282857143
27,2019,2,12,11109.0,2731,1422.3,1642733.73,3268.62,0.282857143
27,2019,3,12,310.0,51,1422.3,53245.6,114.7,0.282857143
29,2019,1,12,999.0,245,1422.3,171588.24,369.63,0.282857143
32,2019,2,12,12344.0,11971,1422.3,1642733.73,3268.62,0.855
38,2019,3,12,6055.0,10797,1422.3,1040006.8,2240.35,1.806666667
39,2019,1,12,230.0,54,1422.3,39504.8,85.1,0.282857143
40,2019,2,12,11266.0,11971,1422.3,1642733.73,3268.62,1.984
42,2019,4,12,2081.0,1238,1422.3,357432.56,769.97,0.644615385
47,2019,3,12,4487.0,4869,1422.3,770687.12,1660.19,1.268181818
52,2019,2,12,2875.0,1341,1422.3,493810.0,1063.75,0.3375
52,2019,3,12,223.0,105,1422.3,38302.48,82.51,0.437272727
0,2019,4,24,6843.0,11971,910.1,1175353.68,2531.91,1.984
1,2019,2,24,2894.0,3331,910.1,497073.44,1070.78,1.2344
5,2019,4,24,6080.0,1306,910.1,1044300.8,2249.6,0.282857143
6,2019,4,24,3831.0,348,910.1,658012.56,1417.47,0.282857143
8,2019,1,24,5259.0,1646,910.1,903285.84,1945.83,0.306428571
10,2019,4,24,7397.0,3675,910.1,1270508.72,2736.89,0.470909091
16,2019,2,24,5552.0,5138,910.1,953611.52,2054.24,0.871538462
19,2019,1,24,2439.0,1697,910.1,418922.64,902.43,0.725
33,2019,1,24,2172.0,3175,910.1,373062.72,803.64,1.121875
33,2019,2,24,5392.0,7193,910.1,926129.92,1995.04,1.282
39,2019,2,24,137.0,33,910.1,23531.12,50.69,0.282857143
43,2019,1,24,12123.0,6706,910.1,1642733.73,3268.62,0.534642857
47,2019,1,24,168.0,168,910.1,28855.68,62.16,1.0
47,2019,2,24,4075.0,3663,910.1,699922.0,1507.75,1.099375
50,2019,4,24,1658.0,2426,910.1,284778.08,613.46,1.397777778
17,1997,5,20,8157.0,8905,1496.6,776301.69,2528.67,0.884782609
19,1997,3,20,952.0,253,1496.6,90601.84,295.12,0.282857143
24,1997,3,20,1164.0,978,1496.6,110777.88,360.84,0.945714286
24,1997,5,20,144.0,136,1496.6,13704.48,44.64,0.9925
38,1997,3,20,603.0,429,1496.6,57387.51,186.93,0.576153846
43,1997,0,20,7286.0,1626,1496.6,693408.62,2258.66,0.282857143
43,1997,3,20,12344.0,4065,1496.6,1532808.02,3268.62,0.282857143
52,1997,3,20,2077.0,480,1496.6,197668.09,643.87,0.282857143
53,1997,2,20,5162.0,6360,1496.6,491267.54,1600.22,0.856666667
1,1997,2,0,3500.0,1400,927.5,333095.0,1085.0,0.474
32,1997,2,0,3400.0,500,927.5,323578.0,1054.0,0.282857143
34,1997,1,0,7300.0,1400,927.5,694741.0,2263.0,0.282857143
38,1997,2,0,12344.0,11971,927.5,1389482.0,3268.62,1.513636364
44,1997,1,0,11500.0,2000,927.5,1094455.0,3268.62,0.282857143
44,1997,2,0,3000.0,200,927.5,285510.0,930.0,0.282857143
53,1997,2,0,11000.0,6000,927.5,1046870.0,3268.62,0.55375
2,1997,1,3,5894.0,3594,1303.7,560931.98,1827.14,0.603225806
8,1997,1,3,967.0,761,1303.7,92029.39,299.77,0.781538462
10,1997,4,3,3097.0,1509,1303.7,294741.49,960.07,0.462051282
11,1997,1,3,200.0,400,1303.7,19034.0,62.0,1.984
13,1997,4,3,5231.0,4450,1303.7,497834.27,1621.61,0.881777778
14,1997,4,3,3068.0,4095,1303.7,291981.56,951.08,1.317560976
15,1997,1,3,629.0,887,1303.7,59861.93,194.99,1.321428571
17,1997,1,3,5245.0,6294,1303.7,499166.65,1625.95,1.125384615
20,1997,1,3,3129.0,2690,1303.7,297786.93,969.99,0.874761905
32,1997,2,3,5641.0,3950,1303.7,536853.97,1748.71,0.701836735
34,1997,1,3,12344.0,9337,1303.7,1497024.1,3268.62,0.572830189
41,1997,2,3,480.0,302,1303.7,45681.6,148.8,0.653636364
42,1997,4,3,3844.0,2282,1303.7,365833.48,1191.64,0.583095238
47,1997,2,3,12344.0,11389,1303.7,1439160.74,3268.62,0.824761905
51,1997,4,3,2904.0,3216,1303.7,276373.68,900.24,1.173333333
8,1997,1,7,11200.0,11971,798.9,1065904.0,3268.62,1.984
32,1997,2,7,2900.0,1800,798.9,275993.0,899.0,0.622857143
34,1997,1,7,12344.0,7400,798.9,1379965.0,3268.62,0.498461538
44,1997,1,7,12344.0,6300,798.9,1418033.0,3268.62,0.438
20,1997,2,14,8300.0,7200,1189.1,789911.0,2573.0,0.865
47,1997,1,14,9000.0,3000,1189.1,856530.0,2790.0,0.446363636
24,1997,3,15,7500.0,11971,1156.1,713775.0,2325.0,1.407777778
32,1997,2,15,12344.0,492,1156.1,1221031.1,3268.62,0.282857143
40,1997,3,15,329.0,646,1156.1,31310.93,101.99,1.984
1,1997,1,18,83.0,143,2169.1,7899.11,25.73,1.984
9,1997,1,18,48.0,40,2169.1,6381.05,12.25,1.984
17,1997,1,18,119.0,178,2169.1,11325.23,36.89,1.483333333
24,1997,1,18,8140.0,11971,2169.1,774683.8,2523.4,1.984
24,1997,2,18,120.0,243,2169.1,11420.4,37.2,1.984
36,1997,1,18,231.0,271,2169.1,21984.27,71.61,1.4825
39,1997,1,18,374.0,440,2169.1,35593.58,115.94,1.853333333
39,1997,2,18,2095.0,1340,2169.1,199381.15,649.45,0.81
43,1997,1,18,4592.0,4443,2169.1,437020.64,1423.52,0.9
45,1997,1,18,1039.0,1614,2169.1,98881.63,322.09,1.4925
47,1997,1,18,48.0,29,2169.1,6381.05,12.25,1.25
50,1997,2,18,377.0,415,2169.1,35879.09,116.87,1.225
53,1997,2,18,48.0,29,2169.1,6381.05,12.25,0.5
1,1997,1,22,11000.0,8200,704.0,1046870.0,3268.62,0.766153846
2,1997,1,22,8000.0,8000,704.0,761360.0,2480.0,1.0
16,1997,2,22,12344.0,11000,704.0,1265761.0,3268.62,0.844615385
17,1997,1,22,8000.0,8000,704.0,761360.0,2480.0,1.0
25,1997,2,22,5200.0,3400,704.0,494884.0,1612.0,0.72625
43,1997,1,22,12344.0,4500,704.0,1360931.0,3268.62,0.447
52,1997,1,22,4700.0,1900,704.0,447299.0,1457.0,0.446666667
8,1997,1,27,48.0,29,704.0,6381.05,12.25,0.814285714
24,1997,3,27,10385.0,11971,704.0,988340.45,3219.35,1.577936508
40,1997,3,27,6607.0,11971,704.0,628788.19,2048.17,1.984
1,1998,2,0,3100.0,1600,1048.3,306280.0,899.0,0.56
2,1998,2,0,7300.0,4600,1048.3,721240.0,2117.0,0.905714286
16,1998,1,0,100.0,100,1048.3,9880.0,29.0,1.0
32,1998,2,0,3500.0,600,1048.3,345800.0,1015.0,0.282857143
34,1998,1,0,9700.0,2100,1048.3,958360.0,2813.0,0.282857143
38,1998,2,0,12344.0,11971,1048.3,1521520.0,3268.62,1.966363636
44,1998,1,0,3300.0,2200,1048.3,326040.0,957.0,0.71
53,1998,2,0,11500.0,6400,1048.3,1136200.0,3268.62,0.468888889
2,1998,1,3,6180.0,3640,1332.5,610584.0,1792.2,0.578787879
8,1998,1,3,975.0,810,1332.5,96330.0,282.75,0.835454545
10,1998,4,3,2971.0,1821,1332.5,293534.8,861.59,0.680512821
11,1998,1,3,48.0,88,1332.5,6381.05,12.47,1.984
13,1998,4,3,6304.0,6362,1332.5,622835.2,1828.16,0.970666667
14,1998,4,3,2927.0,4252,1332.5,289187.6,848.83,1.415365854
15,1998,4,3,798.0,1116,1332.5,78842.4,231.42,1.4005
17,1998,1,3,4856.0,6149,1332.5,479772.8,1408.24,1.008823529
20,1998,1,3,2635.0,2477,1332.5,260338.0,764.15,0.97
41,1998,2,3,713.0,407,1332.5,70444.4,206.77,0.595714286
42,1998,4,3,4196.0,2380,1332.5,414564.8,1216.84,0.535833333
43,1998,1,3,12344.0,9535,1332.5,1642733.73,3268.62,0.562765957
50,1998,4,3,12344.0,11971,1332.5,1642733.73,3268.62,0.816111111
51,1998,4,3,3106.0,3288,1332.5,306872.8,900.74,1.114615385
13,1998,4,7,12344.0,11971,775.6,1642733.73,3268.62,1.004444444
32,1998,2,7,2900.0,1600,775.6,286520.0,841.0,0.542857143
33,1998,1,7,11300.0,4600,775.6,1116440.0,3268.62,0.32375
34,1998,1,7,12344.0,5700,775.6,1264640.0,3268.62,0.395714286
44,1998,1,7,11300.0,4600,775.6,1116440.0,3268.62,0.32375
44,1998,2,7,2300.0,1000,775.6,227240.0,667.0,0.46
1,1998,1,8,12344.0,11971,704.0,1407603.6,3268.62,0.905789474
13,1998,4,8,1891.0,1600,704.0,186830.8,548.39,0.728888889
17,1998,1,8,1196.0,800,704.0,118164.8,346.84,0.282857143
25,1998,2,8,11106.0,7600,704.0,1097272.8,3220.74,0.833333333
28,1998,1,8,2189.0,400,704.0,216273.2,634.81,0.282857143
36,1998,2,8,1742.0,1800,704.0,172109.6,505.18,0.848571429
42,1998,4,8,797.0,200,704.0,78743.6,231.13,0.282857143
43,1998,1,8,3098.0,1000,704.0,306082.4,898.42,0.282857143
52,1998,1,8,1957.0,500,704.0,193351.6,567.53,0.282857143
1,1998,1,9,128.0,30,1381.6,12646.4,37.12,0.282857143
2,1998,1,9,469.0,266,1381.6,46337.2,136.01,1.476666667
10,1998,2,9,395.0,128,1381.6,39026.0,114.55,0.512857143
11,1998,4,9,57.0,30,1381.6,6381.05,16.53,0.548333333
13,1998,4,9,1007.0,224,1381.6,99491.6,292.03,0.282857143
14,1998,4,9,663.0,700,1381.6,65504.4,192.27,1.087272727
15,1998,4,9,1822.0,2631,1381.6,180013.6,528.38,1.19
16,1998,2,9,1908.0,1653,1381.6,188510.4,553.32,0.734444444
17,1998,1,9,282.0,286,1381.6,27861.6,81.78,0.714285714
19,1998,1,9,3028.0,1475,1381.6,299166.4,878.12,0.467
23,1998,2,9,2384.0,617,1381.6,235539.2,691.36,0.294
25,1998,2,9,1168.0,518,1381.6,115398.4,338.72,0.546363636
27,1998,1,9,62.0,29,1381.6,6381.05,17.98,0.375
36,1998,2,9,4845.0,10919,1381.6,478686.0,1405.05,1.848333333
39,1998,2,9,10551.0,5733,1381.6,1042438.8,3059.79,0.745833333
43,1998,1,9,4563.0,2122,1381.6,450824.4,1323.27,0.397777778
44,1998,1,9,12344.0,9881,1381.6,1459374.8,3268.62,0.436
45,1998,1,9,585.0,1153,1381.6,57798.0,169.65,1.984
50,1998,4,9,59.0,29,1381.6,6381.05,17.11,0.63
51,1998,4,9,84.0,59,1381.6,8299.2,24.36,0.67
52,1998,1,9,12344.0,6167,1381.6,1497314.0,3268.62,0.512727273
